Family,Species,Genus,Epithet,Author(s),Status,UsageID,Tax source,Reference I,Reference II,Reference III,Hemi,,,
Apocynaceae,Hoya myrmecopa,Hoya,myrmecopa,Kleijn & Donkelaar,ambiguous,wfo-0000725390,wfo,Kleijn and Van Donkelaar (2001),,,,,,
Apocynaceae,Hoya nabawanensis,Hoya,nabawanensis,Kloppenb. & Wiberg,ambiguous,wfo-0000725391,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya neocaledonica,Hoya,neocaledonica,Schltr.,ambiguous,wfo-0000725393,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya nervosa,Hoya,nervosa,Tsiang & P.T.Li,accepted,wfo-0000725397,wfo,Flora of China (2008),,,,,,
Apocynaceae,Hoya nicholsoniae,Hoya,nicholsoniae,F.Muell.,ambiguous,wfo-0000725398,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya nummularia,Hoya,nummularia,Decne. ex Hook.f.,ambiguous,wfo-0000725400,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya nummularioides,Hoya,nummularioides,Costantin,ambiguous,wfo-0000725401,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya nyhuusiae,Hoya,nyhuusiae,Kloppenb.,ambiguous,wfo-0000725402,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya obcordata,Hoya,obcordata,Hook.f.,ambiguous,wfo-0000725403,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya oblongacutifolia,Hoya,oblongacutifolia,Costantin,ambiguous,wfo-0000725406,wfo,Eskov (pers. comm.),,,,,,
Apocynaceae,Hoya obovata,Hoya,obovata,Decne.,ambiguous,wfo-0000725407,wfo,Eskov (pers. comm.),,,,,,
Apocynaceae,Hoya obscura,Hoya,obscura,Elmer ex C.M.Burton,ambiguous,wfo-0000725409,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya obtusifolia,Hoya,obtusifolia,Wight,ambiguous,wfo-0000725411,wfo,Chong et al. (2009),Kloppenburg (2004),,,,,
Apocynaceae,Hoya odetteae,Hoya,odetteae,Kloppenb.,ambiguous,wfo-0000725413,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya odorata,Hoya,odorata,Schltr.,ambiguous,wfo-0000725414,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya oleoides,Hoya,oleoides,Schltr.,ambiguous,wfo-0000725417,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya oligantha,Hoya,oligantha,Schltr.,ambiguous,wfo-0000725418,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya onychoides,Hoya,onychoides,P.I.Forst.,,,,,,,,,,
Apocynaceae,Hoya oreostemma,Hoya,oreostemma,Schltr.,ambiguous,wfo-0000725424,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya ovalifolia,Hoya,ovalifolia,Wight & Arn.,accepted,wfo-0000725428,wfo,Flora of China (2008),Kloppenburg (2004),,,,,
Apocynaceae,Hoya pachyclada,Hoya,pachyclada,Kerr,ambiguous,wfo-0000725430,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya pachyphylla,Hoya,pachyphylla,K.Schum. & Lauterb.,ambiguous,wfo-0000725431,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya padangensis,Hoya,padangensis,Schltr.,ambiguous,wfo-0000725433,wfo,Schlechter (1916),Kloppenburg (2004),,,,,
Apocynaceae,Hoya palawanica,Hoya,palawanica,Kloppenb.,ambiguous,wfo-0000725434,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya panchoi,Hoya,panchoi,Kloppenb.,ambiguous,wfo-0000725439,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya pandurata,Hoya,pandurata,Tsiang,accepted,wfo-0000725440,wfo,Flora of China (2008),Kloppenburg (2004),,,,,
Apocynaceae,Hoya parasitica,Hoya,parasitica,Wall. ex Traill,ambiguous,wfo-0000725442,wfo,Eskov (pers. comm.),,,,,,
Apocynaceae,Hoya parviflora,Hoya,parviflora,Wight,ambiguous,wfo-0000725443,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya parvifolia,Hoya,parvifolia,Schltr.,ambiguous,wfo-0000725445,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya patella,Hoya,patella,Schltr.,ambiguous,wfo-0000725446,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya pauciflora,Hoya,pauciflora,Wight,ambiguous,wfo-0000725447,wfo,Kumar and Sequiera (2012),,,,,,
Apocynaceae,Hoya paziae,Hoya,paziae,Kloppenb.,ambiguous,wfo-0000725449,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya persicinicoronaria,Hoya,persicinicoronaria,Shao Y.He & P.T.Li,ambiguous,wfo-0000746559,wfo,He et al. (2009a),,,,,,
Apocynaceae,Hoya phuwuaensis,Hoya,phuwuaensis,Kidyoo,,,powo,WCSP (2019),,,,,,
Apocynaceae,Hoya phyllura,Hoya,phyllura,O.Schwartz,ambiguous,wfo-0000725458,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya picta,Hoya,picta,(Blume) Miq.,accepted,wfo-0001102108,wfo,Kleijn and Van Donkelaar (2001),,,,,,
Apocynaceae,Hoya plicata,Hoya,plicata,King & Gamble,ambiguous,wfo-0000725463,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya polyneura,Hoya,polyneura,Hook.f.,accepted,wfo-0000725464,wfo,Flora of China (2008),Kloppenburg (2004),,,,,
Apocynaceae,Hoya poolei,Hoya,poolei,C.T.White & W.D.Francis,ambiguous,wfo-0000725468,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya pottsii,Hoya,pottsii,Traill,accepted,wfo-0000725469,wfo,Flora of China (2008),,,,,,
Apocynaceae,Hoya puber,Hoya,puber,Blume,ambiguous,wfo-0001102110,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya pubera,Hoya,pubera,Blume,ambiguous,wfo-0000725477,wfo,Kleijn and Van Donkelaar (2001),,,,,,
Apocynaceae,Hoya pulchella,Hoya,pulchella,Schltr.,ambiguous,wfo-0000725481,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya pusilla,Hoya,pusilla,Rintz,ambiguous,wfo-0000725486,wfo,Kidyoo and Wai (2009),,,,,,
Apocynaceae,Hoya quinquenervia,Hoya,quinquenervia,Warb.,ambiguous,wfo-0000725489,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya radicalis,Hoya,radicalis,Tsiang & P.T.Li,accepted,wfo-0000725491,wfo,Flora of China (2008),Kloppenburg (2004),,,,,
Apocynaceae,Hoya reticulata,Hoya,reticulata,Moon,ambiguous,wfo-0000725494,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya retrorsa,Hoya,retrorsa,Gavrus,,,,,,,,,,
Apocynaceae,Hoya retusa,Hoya,retusa,Warb.,ambiguous,wfo-0000725499,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya revolubilis,Hoya,revolubilis,Tsiang & P.T.Li,accepted,wfo-0000725500,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya revoluta,Hoya,revoluta,Wight ex Hook.f.,ambiguous,wfo-0000725502,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya rhodostemma,Hoya,rhodostemma,Schltr.,ambiguous,wfo-0000725504,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya ridleyi,Hoya,ridleyi,King & Gamble,ambiguous,wfo-0000725506,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya rizaliana,Hoya,rizaliana,Kloppenb.,ambiguous,wfo-0000725508,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya rostellata,Hoya,rostellata,Kidyoo,,,powo,Kidyoo (2015),,,,,,
Apocynaceae,Hoya rubida,Hoya,rubida,Schltr.,ambiguous,wfo-0000725511,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya rundumensis,Hoya,rundumensis,(T.Green) Rodda & Simonsson,,,powo,WCSP (2019),,,,,,
Apocynaceae,Hoya salweenica,Hoya,salweenica,Tsiang & P.T.Li,accepted,wfo-0000725516,wfo,Flora of China (2008),Kloppenburg (2004),,,,,
Apocynaceae,Hoya schneei,Hoya,schneei,Schltr.,ambiguous,wfo-0000725521,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya scortechinii,Hoya,scortechinii,King & Gamble,ambiguous,wfo-0000725522,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya shepherdi,Hoya,shepherdi,Short ex Hooker,ambiguous,wfo-0001102112,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya siamica,Hoya,siamica,Craib,accepted,wfo-0000725526,wfo,Flora of China (2008),,,,,,
Apocynaceae,Hoya sigillatis,Hoya,sigillatis,T.Green,ambiguous,wfo-0000725528,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya silvatica,Hoya,silvatica,Tsiang & P.T.Li,accepted,wfo-0000725529,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya sipitangensis,Hoya,sipitangensis,Kloppenb. & Wiberg,ambiguous,wfo-0000725530,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya spartioides,Hoya,spartioides,(Benth.) Kloppenb.,ambiguous,wfo-0000725534,wfo,Omlor (1998),,,,,,
Apocynaceae,Hoya stenophylla,Hoya,stenophylla,Schltr.,ambiguous,wfo-0000725537,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya subquaterna,Hoya,subquaterna,Miq.,ambiguous,wfo-0000725541,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya thomsonii,Hoya,thomsonii,Hook.f.,accepted,wfo-0000725550,wfo,Flora of China (2008),,,,,,
Apocynaceae,Hoya tjampeaensis,Hoya,tjampeaensis,Hochr.,ambiguous,wfo-0000725552,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya torricellensis,Hoya,torricellensis,Schltr.,ambiguous,wfo-0000725554,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya trigonolobos,Hoya,trigonolobos,Schltr.,ambiguous,wfo-0000725556,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya tsangii,Hoya,tsangii,C.M.Burton,ambiguous,wfo-0000725561,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya uncinata,Hoya,uncinata,Teijsm. & Binn.,ambiguous,wfo-0000725565,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya undulata,Hoya,undulata,S.Rahayu & Rodda,,,powo,WCSP (2019),,,,,,
Apocynaceae,Hoya upoluensis,Hoya,upoluensis,Reinecke,ambiguous,wfo-0000725566,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya vangviengiensis,Hoya,vangviengiensis,Rodda & Simonsson,,,powo,Rodda and Juhonewe (2012),,,,,,
Apocynaceae,Hoya venusta,Hoya,venusta,Schltr.,ambiguous,wfo-0000725575,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya verticillata,Hoya,verticillata,(Vahl) G.Don,accepted,wfo-0001102114,wfo,Chong et al. (2009),,,,,,
Apocynaceae,Hoya villosa,Hoya,villosa,Costantin,accepted,wfo-0000725576,wfo,Flora of China (2008),,,,,,
Apocynaceae,Hoya vitellinoides,Hoya,vitellinoides,Bakh.f.,ambiguous,wfo-0000725581,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya volubilis,Hoya,volubilis,Griff.,ambiguous,wfo-0000725583,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya walliniana,Hoya,walliniana,Kloppenb. & Nyhuus,ambiguous,wfo-0000725585,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya wayetii,Hoya,wayetii,Kloppenb.,ambiguous,wfo-0000725587,wfo,WCSP (2019),,,,,,
Apocynaceae,Hoya waymaniae,Hoya,waymaniae,Kloppenb.,ambiguous,wfo-0000725589,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya wibergiae,Hoya,wibergiae,Kloppenb.,ambiguous,wfo-0000725592,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Hoya wightii,Hoya,wightii,Hook.f.,ambiguous,wfo-0000725594,wfo,Kumar and Sequiera (2012),Kloppenburg (2004),,,,,
Apocynaceae,Hoya wongii,Hoya,wongii,Rodda,,,,,,,,,,
Apocynaceae,Hoya yuennanensis,Hoya,yuennanensis,Hand.-Mazz.,accepted,wfo-0000725595,wfo,Rodda (2012),,,,,,
Apocynaceae,Mandevilla atroviolacea,Mandevilla,atroviolacea,(Stadelm.) Woodson,accepted,wfo-0000234881,wfo,Blum et al. (2011),,,,,,
Apocynaceae,Mandevilla boliviensis,Mandevilla,boliviensis,(Hook.f.) Woodson,accepted,wfo-0000234890,wfo,Gentry and Dodson (1987),,,,,,
Apocynaceae,Mandevilla immaculata,Mandevilla,immaculata,Woodson,accepted,wfo-0000234947,wfo,Blum et al. (2011),,,,,,
Apocynaceae,Mandevilla urophylla,Mandevilla,urophylla,(Hook.) Woodson,accepted,wfo-0000235069,wfo,Blum et al. (2011),,,,,,
Apocynaceae,Micholitzia obcordata,Micholitzia,obcordata,N.E.Br.,accepted,wfo-0001103421,wfo,Wanntorp et al. (2006),,,,,,
Apocynaceae,Oreosparte celebica,Oreosparte,celebica,Schltr.,ambiguous,wfo-0000384642,wfo,Schlechter (1916),,,,,,
Apocynaceae,Physostelma wrayi,Physostelma,wrayi,(King & Gamble) Ridl.,accepted,wfo-0001104272,wfo,Kloppenburg (2004),,,,,,
Apocynaceae,Sarcorrhiza epiphytica,Sarcorrhiza,epiphytica,Bullock,accepted,wfo-0001104578,wfo,Venter and Verhoeven (2001),,,,,,
Aquifoliaceae,Ilex costaricensis,Ilex,costaricensis,Donn.Sm.,accepted,wfo-0000729322,wfo,http://academic.evergreen.edu/n/nadkarnn/monteverde/EpiData.html,,,H,,,
Aquifoliaceae,Ilex hemiepiphytica,Ilex,hemiepiphytica,W.J.Hahn,accepted,wfo-0001232360,wfo,http://academic.evergreen.edu/n/nadkarnn/monteverde/EpiData.html,Hahn (1996),,H,,,
Aquifoliaceae,Ilex vulcanicola,Ilex,vulcanicola,Standl.,accepted,wfo-0000729939,wfo,http://academic.evergreen.edu/n/nadkarnn/monteverde/EpiData.html,Monro et al. (2017),,H,,,
Araceae,Anthurium abelaezii,Anthurium,abelaezii,Croat,accepted,wfo-0000916495,wfo,WCSP (2014),,,,,,
Araceae,Anthurium acaule,Anthurium,acaule,(Jacq.) Schott,accepted,wfo-0000220859,wfo,Corso and Fontanier (2008),,,,,,
Araceae,Anthurium acebeyae,Anthurium,acebeyae,Croat,accepted,wfo-0000791228,wfo,Croat and Acebey (2005),,,,,,
Araceae,Anthurium acutangulum,Anthurium,acutangulum,Engl.,accepted,wfo-0000220929,wfo,WCSP (2012),,,,,,
Araceae,Anthurium acutibacca,Anthurium,acutibacca,Croat & M.M.Mora,accepted,wfo-0000340233,wfo,Mora et al. (2006),,,,,,
Araceae,Anthurium acutifolium,Anthurium,acutifolium,Engl.,accepted,wfo-0000220941,wfo,Etl et al. (2017),,,,,,
Araceae,Anthurium acutum,Anthurium,acutum,N.E.Br.,accepted,wfo-0000220987,wfo,Blum et al. (2011),,,,,,
Araceae,Anthurium affine,Anthurium,affine,Schott,accepted,wfo-0000221036,wfo,WCSP (2012),,,,,,
Araceae,Anthurium alatipedunculatum,Anthurium,alatipedunculatum,Croat & R.A.Baker,accepted,wfo-0000221075,wfo,WCSP (2012),,,,,,
Araceae,Anthurium alatum,Anthurium,alatum,Engl.,accepted,wfo-0000221084,wfo,Carlsen and Croat (2007),,,,,,
Araceae,Anthurium albertiae,Anthurium,albertiae,Croat & D.C.Bay,accepted,wfo-0000805274,wfo,WCSP (2012),,,,,,
Araceae,Anthurium albidum,Anthurium,albidum,Sodiro,accepted,wfo-0000221105,wfo,WCSP (2019),,,,,,
Araceae,Anthurium albispatha,Anthurium,albispatha,Sodiro,accepted,wfo-0000221115,wfo,WCSP (2019),,,,,,
Araceae,Anthurium albovirescens,Anthurium,albovirescens,Sodiro,accepted,wfo-0000221149,wfo,WCSP (2019),,,,,,
Araceae,Anthurium alcatrazense,Anthurium,alcatrazense,Nadruz & Cath.,accepted,wfo-0000911522,wfo,Coelho and Catharino (2008),,,,,,
Araceae,Anthurium alcogolloi,Anthurium,alcogolloi,Croat,,,wcsp,WCSP (2019),,,,,,
Araceae,Anthurium alticola,Anthurium,alticola,Croat,accepted,wfo-0000221216,wfo,WCSP (2012),,,,,,
Araceae,Anthurium altobueyense,Anthurium,altobueyense,Croat,ambiguous,wfo-0001284934,wfo,WCSP (2019),,,,,,
Araceae,Anthurium alturaense,Anthurium,alturaense,Croat,ambiguous,wfo-0001042945,wfo,WCSP (2019),,,,,,
Araceae,Anthurium amargalense,Anthurium,amargalense,Croat & M.M.Mora,accepted,wfo-0000340234,wfo,Mora et al. (2006),,,,,,
Araceae,Anthurium ameliae,Anthurium,ameliae,Nadruz & Cath.,accepted,wfo-0000805276,wfo,WCSP (2014),,,,,,
Araceae,Anthurium amnicola,Anthurium,amnicola,Dressler,accepted,wfo-0000221248,wfo,WCSP (2019),,,,,,
Araceae,Anthurium amoenum,Anthurium,amoenum,Kunth & C.D.Bouché,accepted,wfo-0000221258,wfo,Krömer (2003),,,,,,
Araceae,Anthurium anceps,Anthurium,anceps,Sodiro,accepted,wfo-0000221301,wfo,WCSP (2019),,,,,,
Araceae,Anthurium ancuashii,Anthurium,ancuashii,Croat & Carlsen,accepted,wfo-0000791229,wfo,Carlsen and Croat (2007),WCSP (2012),,,,,
Araceae,Anthurium andicola,Anthurium,andicola,Liebm.,accepted,wfo-0000221334,wfo,Martínez-Meléndez et al. (2011),,,,,,
Araceae,Anthurium andinum,Anthurium,andinum,Engl.,accepted,wfo-0000221353,wfo,WCSP (2019),,,,,,
Araceae,Anthurium andraeanum,Anthurium,andraeanum,Linden ex André,accepted,wfo-0000221364,wfo,Li et al. (2005),,,,,,
Araceae,Anthurium andreslovinense,Anthurium,andreslovinense,Matuda,accepted,wfo-0000221386,wfo,WCSP (2012),,,,,,
Araceae,Anthurium angosturense,Anthurium,angosturense,Engl.,accepted,wfo-0000221417,wfo,WCSP (2012),,,,,,
Araceae,Anthurium angustifolium,Anthurium,angustifolium,Theófilo & Sakur.,,,powo,Valadares and Sakuragui (2014),,,,,,
Araceae,Anthurium angustilaminatum,Anthurium,angustilaminatum,Engl.,accepted,wfo-0000221440,wfo,WCSP (2019),,,,,,
Araceae,Anthurium angustilobum,Anthurium,angustilobum,Croat,accepted,wfo-0000221504,wfo,Carlsen and Croat (2007),,,,,,
Araceae,Anthurium angustispadix,Anthurium,angustispadix,Croat & R.A.Baker,accepted,wfo-0000221524,wfo,WCSP (2012),,,,,,
Araceae,Anthurium annularum,Anthurium,annularum,O.Ortiz,,,,,,,,,,
Araceae,Anthurium anorianum,Anthurium,anorianum,Croat,accepted,wfo-0000221545,wfo,Zona and Christenhusz (2015),,,,,,
Araceae,Anthurium antonioanum,Anthurium,antonioanum,Croat,accepted,wfo-0000221563,wfo,WCSP (2012),,,,,,
Araceae,Anthurium apanui,Anthurium,apanui,Croat,accepted,wfo-0000805277,wfo,WCSP (2012),,,,,,
Araceae,Anthurium arenasense,Anthurium,arenasense,Croat & D.C.Bay,accepted,wfo-0000805278,wfo,WCSP (2012),,,,,,
Araceae,Anthurium argyrostachyum,Anthurium,argyrostachyum,Sodiro,accepted,wfo-0000221625,wfo,WCSP (2019),,,,,,
Araceae,Anthurium aripoense,Anthurium,aripoense,N.E.Br.,accepted,wfo-0000221643,wfo,WCSP (2012),,,,,,
Araceae,Anthurium arisaemoides,Anthurium,arisaemoides,Madison,accepted,wfo-0000221652,wfo,Croat and Carlsen (2013),,,,,,
Araceae,Anthurium aristatum,Anthurium,aristatum,Sodiro,accepted,wfo-0000221661,wfo,WCSP (2019),,,,,,
Araceae,Anthurium armeniense,Anthurium,armeniense,Croat,accepted,wfo-0000221672,wfo,WCSP (2019),,,,,,
Araceae,Anthurium aromoense,Anthurium,aromoense,Croat,ambiguous,wfo-0001041716,wfo,WCSP (2019),,,,,,
Araceae,Anthurium arusiense,Anthurium,arusiense,Croat & M.M.Mora,accepted,wfo-0000340236,wfo,Mora et al. (2006),,,,,,
Araceae,Anthurium asplundii,Anthurium,asplundii,Croat,accepted,wfo-0000221694,wfo,Zona and Christenhusz (2015),,,,,,
Araceae,Anthurium atamainii,Anthurium,atamainii,Croat,accepted,wfo-0000805279,wfo,WCSP (2012),,,,,,
Araceae,Anthurium atramentarium,Anthurium,atramentarium,Croat & Oberle,accepted,wfo-0000340237,wfo,WCSP (2012),,,,,,
Araceae,Anthurium atropurpureum,Anthurium,atropurpureum,R.E.Schult. & Maguire,accepted,wfo-0000221724,wfo,Benavides et al. (2005),,,,,,
Araceae,Anthurium aureum,Anthurium,aureum,Engl.,accepted,wfo-0000221819,wfo,WCSP (2012),,,,,,
Araceae,Anthurium auritum,Anthurium,auritum,Sodiro,accepted,wfo-0000221830,wfo,WCSP (2019),,,,,,
Araceae,Anthurium austin-smithii,Anthurium,austin-smithii,Croat & R.A.Baker,accepted,wfo-0000221840,wfo,WCSP (2012),,,,,,
Araceae,Anthurium baguense,Anthurium,baguense,Croat,accepted,wfo-0000805280,wfo,WCSP (2012),,,,,,
Araceae,Anthurium bakeri,Anthurium,bakeri,Hook.f.,accepted,wfo-0000221882,wfo,WCSP (2012),,,,,,
Araceae,Anthurium balaoanum,Anthurium,balaoanum,Engl.,accepted,wfo-0000221893,wfo,Croat (pers. comm.),,,,,,
Araceae,Anthurium barclayanum,Anthurium,barclayanum,Engl.,accepted,wfo-0000221948,wfo,Zona and Christenhusz (2015),,,,,,
Araceae,Anthurium barreranum,Anthurium,barreranum,Croat & D.C.Bay,accepted,wfo-0000805281,wfo,WCSP (2012),,,,,,
Araceae,Anthurium barrieri,Anthurium,barrieri,Croat,,,,,,,,,,
Araceae,Anthurium barryi,Anthurium,barryi,Croat,accepted,wfo-0000221959,wfo,WCSP (2019),,,,,,
Araceae,Anthurium basirotundum,Anthurium,basirotundum,Croat,accepted,wfo-0000221981,wfo,Zona and Christenhusz (2015),,,,,,
Araceae,Anthurium bayae,Anthurium,bayae,Croat,accepted,wfo-0000805282,wfo,WCSP (2012),,,,,,
Araceae,Anthurium becerrae,Anthurium,becerrae,Croat,ambiguous,wfo-0001043776,wfo,Zona and Christenhusz (2015),,,,,,
Araceae,Anthurium beckii,Anthurium,beckii,Croat & Acebey,accepted,wfo-0000791230,wfo,Croat and Acebey (2005),,,,,,
Araceae,Anthurium benavidesiae,Anthurium,benavidesiae,Croat,,,wcsp,WCSP (2019),,,,,,
Araceae,Anthurium bernalii,Anthurium,bernalii,Croat,ambiguous,wfo-0001260503,wfo,WCSP (2019),,,,,,
Araceae,Anthurium bernardii,Anthurium,bernardii,Croat,accepted,wfo-0000222025,wfo,WCSP (2012),,,,,,
Araceae,Anthurium besseae,Anthurium,besseae,Croat,accepted,wfo-0000791231,wfo,WCSP (2014),,,,,,
Araceae,Anthurium betanianum,Anthurium,betanianum,Croat,accepted,wfo-0000222059,wfo,WCSP (2012),,,,,,
Araceae,Anthurium betsyae,Anthurium,betsyae,Croat,ambiguous,wfo-0001039128,wfo,WCSP (2019),,,,,,
Araceae,Anthurium blanquitense,Anthurium,blanquitense,Croat,,,wcsp,WCSP (2019),,,,,,
Araceae,Anthurium bocainense,Anthurium,bocainense,Cath. & Nadruz,accepted,wfo-0000805283,wfo,WCSP (2012),,,,,,
Araceae,Anthurium boekei,Anthurium,boekei,Croat,accepted,wfo-0000921974,wfo,Croat et al. (2010),,,,,,
Araceae,Anthurium bogneri,Anthurium,bogneri,Croat,accepted,wfo-0000916871,wfo,WCSP (2019),,,,,,
Araceae,Anthurium bonplandii,Anthurium,bonplandii,G.S.Bunting,accepted,wfo-0000222187,wfo,WCSP (2012),,,,,,
Araceae,Anthurium boudetii,Anthurium,boudetii,Nadruz,accepted,wfo-0000911525,wfo,Freitas et al. (2016),,,,,,
Araceae,Anthurium brachypodum,Anthurium,brachypodum,Sodiro,accepted,wfo-0000222262,wfo,WCSP (2012),,,,,,
Araceae,Anthurium bradeanum,Anthurium,bradeanum,Croat & Grayum,accepted,wfo-0000222290,wfo,WCSP (2012),,,,,,
Araceae,Anthurium bredemeyeri,Anthurium,bredemeyeri,Schott,accepted,wfo-0000222300,wfo,WCSP (2012),,,,,,
Araceae,Anthurium brenesii,Anthurium,brenesii,Croat & R.A.Baker,accepted,wfo-0000222311,wfo,WCSP (2012),,,,,,
Araceae,Anthurium brent-berlinii,Anthurium,brent-berlinii,Croat,accepted,wfo-0000805284,wfo,WCSP (2012),,,,,,
Araceae,Anthurium brevipedunculatum,Anthurium,brevipedunculatum,Madison,accepted,wfo-0000222330,wfo,Krömer (2003),,,,,,
Araceae,Anthurium breviscapum,Anthurium,breviscapum,Kunth,accepted,wfo-0000222362,wfo,Ibisch (1996),,,,,,
Araceae,Anthurium brevispadix,Anthurium,brevispadix,Croat,accepted,wfo-0000222373,wfo,WCSP (2019),,,,,,
Araceae,Anthurium brittonianum,Anthurium,brittonianum,Sodiro,accepted,wfo-0000222407,wfo,WCSP (2019),,,,,,
Araceae,Anthurium bromelicola,Anthurium,bromelicola,Mayo & L.P.Félix,accepted,wfo-0000222415,wfo,Freitas et al. (2016),,,,,,
Araceae,Anthurium brownii,Anthurium,brownii,Mast.,accepted,wfo-0000222443,wfo,WCSP (2012),,,,,,
Araceae,Anthurium bucayanum,Anthurium,bucayanum,Croat,accepted,wfo-0000222453,wfo,Zona and Christenhusz (2015),,,,,,
Araceae,Anthurium bullosum,Anthurium,bullosum,Sodiro,accepted,wfo-0000222517,wfo,WCSP (2019),,,,,,
Araceae,Anthurium burgeri,Anthurium,burgeri,Croat & R.A.Baker,accepted,wfo-0000222550,wfo,WCSP (2012),,,,,,
Araceae,Anthurium bushii,Anthurium,bushii,Croat,accepted,wfo-0000222562,wfo,WCSP (2019),,,,,,
Araceae,Anthurium cabuyalense,Anthurium,cabuyalense,Croat & J.Rodr.Salvador,accepted,wfo-0000222583,wfo,WCSP (2019),,,,,,
Araceae,Anthurium cachabianum,Anthurium,cachabianum,Sodiro,accepted,wfo-0000222594,wfo,WCSP (2019),,,,,,
Araceae,Anthurium caldodsonii,Anthurium,caldodsonii,Croat,accepted,wfo-0000921973,wfo,Croat et al. (2010),,,,,,
Araceae,Anthurium calimense,Anthurium,calimense,Croat & D.C.Bay,accepted,wfo-0000805285,wfo,WCSP (2012),,,,,,
Araceae,Anthurium callejasii,Anthurium,callejasii,Croat,accepted,wfo-0000807724,wfo,WCSP (2012),,,,,,
Araceae,Anthurium caloveboranum,Anthurium,caloveboranum,Croat,accepted,wfo-0000222627,wfo,WCSP (2019),,,,,,
Araceae,Anthurium campii,Anthurium,campii,Croat,accepted,wfo-0000222638,wfo,Zona and Christenhusz (2015),,,,,,
Araceae,Anthurium camposii,Anthurium,camposii,Sodiro,accepted,wfo-0000222649,wfo,WCSP (2019),,,,,,
Araceae,Anthurium canaliculatum,Anthurium,canaliculatum,Sodiro,accepted,wfo-0000222660,wfo,WCSP (2019),,,,,,
Araceae,Anthurium candolleanum,Anthurium,candolleanum,Sodiro,accepted,wfo-0000222692,wfo,WCSP (2019),,,,,,
Araceae,Anthurium caparaoense,Anthurium,caparaoense,Temponi,,,,,,,,,,
Araceae,Anthurium caperatum,Anthurium,caperatum,Croat & R.A.Baker,accepted,wfo-0000222702,wfo,WCSP (2012),,,,,,
Araceae,Anthurium caraboboense,Anthurium,caraboboense,Croat,accepted,wfo-0000222709,wfo,WCSP (2012),,,,,,
